ID,electricity_consumption
0,177.4219273650384
1,153.50032496270683
2,142.69172738943348
3,179.29944950440745
4,145.12837912691782
5,273.56770819992994
6,308.42396994695923
7,299.6881058434491
8,280.8488293558496
9,311.87843939212985
10,295.0295769007636
11,287.40843202822487
12,323.2928646560123
13,326.7298181954209
14,318.0504170603667
15,328.8905234205689
16,294.07119076362096
17,272.4867459744886
18,297.51898893893883
19,301.87585913121995
20,293.5283240830312
21,309.1011064872722
22,301.5393839131233
23,294.0949548132861
24,322.829948874538
25,298.35148645658876
26,339.6214935233295
27,327.157150076937
28,334.79301614424764
29,305.0282344409708
30,286.83866850356753
31,295.2569392865953
32,296.6418266788544
33,286.26334213995585
34,287.6215233057454
35,338.8923323776278
36,325.7060500379654
37,343.5061124339662
38,298.33746365928255
39,322.34563115701394
40,302.41653112972597
41,301.13779875359603
42,296.36799403903603
43,351.7051462786195
44,335.8850309290408
45,334.34989687638847
46,347.3078151088913
47,334.7229921935176
48,316.9058906256389
49,367.9458422528385
50,344.8347087118691
51,357.5537363676593
52,350.8794016317147
53,332.5872739218689
54,374.44250623774076
55,334.0085511399576
56,325.4317500347721
57,373.80504865498006
58,333.95697798828655
59,386.60369335127893
60,349.92962279790277
61,352.2121549617817
62,350.3176869310623
63,339.41654209063427
64,337.51989696755777
65,345.32975216979855
66,353.0113952528029
67,341.4492825494699
68,333.0325593246456
69,324.8908429129084
70,352.1404592948753
71,330.1641931183142
72,377.1029144646758
73,362.9958492738929
74,328.73855556402407
75,335.7859729778729
76,331.71593187522626
77,363.54614012170293
78,345.32705259260956
79,343.9772144842659
80,337.1208783615265
81,373.0018650739121
82,360.935223877701
83,358.2931768456806
84,340.52228534244614
85,369.3726541486602
86,356.0948016744675
87,341.25710085442756
88,321.6318310027142
89,320.40095025186133
90,326.71678719150054
91,335.92565431866194
92,306.07185791187317
93,318.9283331791246
94,280.02379969035337
95,309.5366130328272
96,310.2600034892648
97,294.4945183949585
98,269.5181367594138
99,276.1047947465379
100,264.510842618958
101,258.3849207747061
102,280.4279214901868
103,243.53529096532316
104,259.07286540250163
105,266.456388689636
106,243.70617268114722
107,243.56503050352785
108,233.98338615445232
109,229.99487308873802
110,259.64200461184146
111,274.4529806833093
112,266.7377541326515
113,249.50652452490044
114,234.1114833930858
115,269.6194867150326
116,232.95116524885395
117,236.4682463506549
118,232.04990597123174
119,216.80829699671006
120,234.1688802221164
121,219.27780667265847
122,209.8078437475749
123,239.2803865177342
124,227.4017889520312
125,214.418497810061
126,223.66126801361315
127,208.53693819239254
128,196.29576082167387
129,223.26973014358146
130,219.06363457875455
131,214.80197218357284
132,210.99444362479414
133,230.65179698695397
134,224.24193156596255
135,207.9023354182856
136,214.26449249921131
137,223.77245290921667
138,211.42734851137732
139,191.09271066078122
140,236.19419620348015
141,209.35001042401166
142,235.73193667499925
143,232.50724808293387
144,199.7828908608625
145,223.2681316450936
146,195.0636406122684
147,231.82208216010724
148,334.64122797679136
149,302.54000145020836
150,285.3450738462748
151,284.4207228481853
152,284.1314901934346
153,320.1436797372247
154,290.05373440225173
155,282.35202822862334
156,332.1363168776139
157,330.1921866185145
158,289.3199165954636
159,334.8333086311659
160,293.1825067766798
161,320.97179971489174
162,312.06956307034056
163,314.6082434777471
164,340.3158858072761
165,307.5531346948894
166,364.0891864182487
167,333.06625767489334
168,341.7903953254039
169,350.2441211413111
170,342.1873078921899
171,372.52484272966205
172,322.8480183091241
173,347.68548980937544
174,344.7559889595193
175,348.4713448387797
176,329.86222393447963
177,328.1112530841933
178,325.96262181538543
179,326.217957881483
180,303.12254759636437
181,298.48219383652986
182,291.1722874040611
183,304.40511037454473
184,283.5652760577585
185,311.74158580140363
186,281.4008637954904
187,263.15899917722675
188,254.28737249393396
189,259.0552929329017
190,239.16763318177073
191,221.1104575645429
192,266.1012534529219
193,219.2878350450959
194,242.6173852454026
195,236.16590178234685
196,217.85455980286383
197,205.16352413375148
198,242.42010519029418
199,189.25049481207327
200,246.07732884305597
201,232.9429513950131
202,184.3344793314178
203,179.31926237497873
204,199.21059948848608
205,181.9420242525132
206,190.0091626086156
207,213.03584616866624
208,201.58244268076214
209,231.846125160052
210,178.12510132316095
211,222.77410746871885
212,185.9939093674634
213,194.92200033753306
214,218.2428660571245
215,184.98662461706817
216,200.83310262424982
217,185.7927489056209
218,220.70198774277878
219,222.6491041474984
220,174.18613425797275
221,196.3197203238194
222,283.2222780154267
223,256.8579273582061
224,267.94501391957203
225,306.1416833828023
226,302.4652158125981
227,293.05474986067736
228,303.27520457622984
229,316.26078422923365
230,258.9360386726038
231,251.1931302289472
232,297.08008984623643
233,323.6132500848016
234,328.3336492964062
235,319.74956291092656
236,290.24257706295055
237,322.7164645835941
238,280.54465948299355
239,310.6057973140013
240,317.94173432437344
241,326.25013539236727
242,315.89541507462184
243,319.2178978404421
244,291.70970218158175
245,292.2860251208176
246,292.1114112576863
247,282.23745521166575
248,290.80085377832006
249,298.8455275002191
250,286.2837201064975
251,309.7490290252464
252,303.35195532792807
253,250.15788982461015
254,278.75703734540843
255,290.5627417188923
256,254.33045728463605
257,289.7891480713429
258,234.4487353440494
259,268.69139416763596
260,291.8728605939459
261,264.3448058045004
262,270.5401441481954
263,266.50436179830376
264,278.3718330370351
265,267.49377023375325
266,296.7291160293254
267,316.65820856309153
268,315.20206641507946
269,313.9611913628265
270,266.34050128515173
271,313.71678970504547
272,302.68783537017816
273,327.5128506903734
274,293.9243841235168
275,320.8260090459846
